,industry_detail,industry_code,industry_region,Impact Potential/ACID/kg SO2 eq,Waste Generated/CCDD/kg,Waste Generated/CMSW/kg,Waste Generated/CRHW/kg,Resource Use/ENRG/MJ,Impact Potential/EUTR/kg N eq,Impact Potential/ETOX/CTUe,Resource Use/WATR/kg,Impact Potential/GHG/kg CO2 eq,Chemical Releases/HAPS/kg,Impact Potential/HCAN/CTUh,Impact Potential/HNCN/CTUh,Impact Potential/HRSP/kg PM2.5 eq,Impact Potential/HTOX/CTUh,Economic & Social/JOBS/jobs,Resource Use/LAND/m2*yr,Resource Use/MNRL/kg,Resource Use/NNRG/MJ,Impact Potential/OZON/kg CFC-11 eq,Chemical Releases/PEST/kg,Resource Use/RNRG/MJ,Impact Potential/SMOG/kg O3 eq,Economic & Social/VADD/$
0,"Fresh soybeans, canola, flaxseeds, and other oilseeds",1111A0,US,168998948.5207588,6313556.670065219,92353780.4944316,120914.40119549948,0.0,452458491.5908636,1598500091432.0518,1672301393175.922,32506496959.2034,1838648.4660644445,9.371884770389874,141.16750238591501,231435074.64545235,150.53938715630485,4128.291408474787,419132722849.7988,0.0,0.0,0.0,21864744.67177108,0.0,605390247.7075886,26052442787.117126
1,"Fresh wheat, corn, rice, and other grains",1111B0,US,1237848688.0332615,11912172.49644986,174249511.25703788,146449.02291156485,0.0,2751482990.7328587,971849219281.8906,40219739581076.13,180796566681.77878,8598787.216449268,67.91305431435902,182.86913043256286,507241971.0100704,250.78218474692164,49899.40836053987,841429949437.2633,0.0,0.0,0.0,56832725.34131514,0.0,2431744926.7753806,25271121257.369175
2,"Fresh vegetables, melons, and potatoes",111200,US,90335953.20518531,3655473.407311768,53471728.59240069,73263.38103022212,66678924.14062715,150470392.05704212,536885721887.5861,6970902950701.393,9514220420.885595,926801.4966875357,3.3625622402247344,56.70923670459326,13069213.62574149,60.071798944818,99521.67547165672,22057834097.9898,0.0,0.0,186480.1122009833,24994398.351410713,66678924.14062715,219748513.8472766,8072573420.744248
3,Fresh fruits and tree nuts,111300,US,102988249.35269965,8261632.837787873,120849952.83123101,149748.1870804273,0.0,7474251.826057836,774387274946.4222,28979058416838.785,15945551390.448439,1066747.8397310923,4.850627132854867,53.538215338702884,4547512.910363637,58.388842471557716,228421.45746273344,36139132305.39158,0.0,0.0,56692.18928032655,19770816.833628222,0.0,315269981.33746064,23469664804.272373
4,"Greenhouse crops, mushrooms, nurseries, and flowers",111400,US,51524356.118958175,2636342.735951685,36647943.78516047,28539.4981264995,112373.45831131295,3247502.760683432,14505952.722639728,23197996172.025925,10969286732.653461,752076.3121467438,4.615182408743538,24.652965867322244,2738497.5578741482,29.268148276065787,99269.92087632793,4972849288.07894,0.0,0.0,25.09377547889444,0.0,112373.45831131295,284471277.3833032,10584483458.635038
5,"Tobacco, cotton, sugarcane, peanuts, sugar beets, herbs and spices, and other crops",111900,US,68347812.72090547,2680676.679510421,39212545.103372715,62640.71075059131,113274507.20604196,78207857.14106828,420569914845.59064,6068934542482.097,18514469207.251133,2211345.31740618,9.140766009886075,97.36610482763615,149375433.5784637,106.50687083752226,33036.40371440863,408780034170.0307,0.0,0.0,0.0,5978131.010416249,113274507.20604196,263570697.8447649,9837002685.14063
6,Dairies,112120,US,761467212.8362029,2846208.8876066157,41633925.94313428,23753.165251741535,0.0,64762547.39080695,32762121.55910581,443703692838.7421,85391517815.7231,13179104.465640957,7.935471206278564,36.79384675707751,51622186.02744856,44.72931796335607,96657.26695963922,90911251570.66707,0.0,0.0,0.0,0.0,0.0,633293052.4990958,7388826061.643058
7,Cattle ranches and feedlots,1121A0,US,1264565205.8467286,7373878.786473478,107864016.80794774,61539.039571126414,0.0,117351587.18086442,53506932.663957365,13760295994018.885,221332276887.445,3748611.8135411306,17.403192239170416,80.46217808107751,381108278.38781685,97.86537032024796,52717.04915440876,2608256898377.3315,0.0,0.0,0.0,0.0,0.0,1349490680.622016,25370451670.98414
8,Poultry farms,112300,US,664048456.7995691,3577799.359502144,52335524.027612455,32679.67938755092,0.0,42747014.687236525,20593899.757488076,760667329142.4163,15925814497.15659,4906782.666874117,5.737641311418854,32.01410318043491,42143130.85628527,37.75174449185377,36368.687718208,27776789514.601902,0.0,0.0,0.14964402783597414,0.0,0.0,448787963.4068754,3697495241.404314
9,Animal farms and aquaculture ponds (except cattle and poultry),112A00,US,1934448261.5610905,3806114.4301921325,55434303.05906959,97660.48687965238,485034.9355886258,129567166.29787692,1811050316.1820486,21446392109303.75,65210269599.52727,5267395.4789806325,4.588360806492789,21.415424180137116,85120481.21099693,26.00378498662989,79365.91750256582,730745811702.8287,0.0,0.0,0.3155553883696565,0.0,485034.9355886258,602137916.1195943,28379108660.084286
10,Timber and raw forest products,113000,US,18782244.550249215,5324330.377711779,76921642.92353979,98017.2127510204,12088594.104740761,8014345.093385817,38179318945.32564,711312792805.6044,5169775636.908418,1586993.2122955073,2.5057450286775103,18.936983021154262,14635881.365904111,21.442728049831757,74509.74676559893,3229696655127.4873,0.0,0.0,1.167836331203305,542462.2174763142,12088594.104740761,130136856.0428402,15603614568.230167
11,Wild-caught fish and game,114000,US,23381.210689084968,1164256.3833086442,16754633.395104814,23264.963197622164,555396.5811680242,739906.4515031157,431934.9693381606,0.0,4311766273.402161,2149.8009588253813,0.0037467619992335435,0.14955256216904433,1507.8266759199566,0.1532993241682779,18908.73324717904,221607.89872826994,0.0,0.0,0.3170580477075368,0.0,555396.5811680242,611499.1508746543,13370922596.962196
12,Agriculture and forestry support,115000,US,52919735.15193651,32427579.998231437,472842997.6957497,402475.8343524115,124104714.36768727,24116162.67671057,30522785327.62834,789353409935.9387,6519351174.867001,1524761.1011430414,3.7078146169712385,13.236951448585495,13678831.083793813,16.94476606555676,492458.5218122137,34630428963.86775,0.0,0.0,16156.379938204025,965335.4344470864,124104714.36768727,135911516.7840678,21988516690.88701
13,Unrefined oil and gas,211000,US,727874611.5816728,22540505.95329563,329345925.09320724,35247811.382699095,88754187266694.44,42213729.059803516,1502664400.3238266,1138030188803.8203,468575697316.02905,173592350.29495004,570.3527715186924,2633.880860639724,30895617.097420495,3204.233632158415,244767.61303148585,320931127092.66766,0.0,88754187266694.44,6239.99899271745,0.0,0.0,30348088441.670223,475413958919.3479
14,Coal,212100,US,40685630.616342984,5904345.437686021,86367898.64290483,143576.9344634882,21348788069591.695,1913982.475679424,1265143254.3548076,247451753641.1716,100382097384.61923,227439.81484602205,7.594351854587624,736.5849615020393,16839655.467867047,744.1793133566271,70866.95726478254,3767700932.8451905,0.0,21348788069591.695,202.35559944418821,0.0,0.0,778599483.610622,29204981105.0986
15,"Copper, nickel, lead, and zinc",212230,US,30337034.350553006,1504017.613337365,22000548.94607166,639138.7975659758,4915765.861932385,266899.41766884795,1513996534.7687924,69723347403.14993,19655079452.82084,131460.3366055654,7.093909582991884,663.9914836668266,32525215.697002307,671.0853932498189,20184.462916545137,28613348.718218084,3679579918.1939187,0.0,1.4690344760354566,0.0,4915765.861932385,69522700.38878678,9692486350.676704
16,"Iron, gold, silver, and other metal ores",2122A0,US,37096951.49095891,2095849.5806237902,30657780.114492476,2241769.0505491653,101902888.6295688,1777522.7139886722,453444222.71099037,98007352148.00378,19882457391.54778,927437.204206293,14.539673899515686,1215.8782173030834,39353101.07894045,1230.4178912025998,26498.389357468604,35472931.99941261,17564768029.333492,0.0,27.956475685688325,0.0,101902888.6295688,650069032.3455611,10936352724.767075
17,Dimensional stone,212310,US,8872689.04194909,1717320.1002334042,24675896.975538507,444627.6865445769,0.0,302884.3957485667,6622055.686746455,103991519087.186,2975411769.833988,177531.38367469684,0.9850486216729366,62.875956758018134,31548083.30261302,63.86100537969103,32423.667156078394,52913727.465659134,1011059975223.1914,0.0,51.27961112275328,0.0,0.0,112916706.39218695,7355979216.308871
18,"Sand, gravel, clay, phosphate, other nonmetallic minerals",2123A0,US,25767984.616202332,2524525.7666645683,35584541.25185518,16557803.271925379,7026098574.336219,1885556.3881062767,67878237.39796275,140767131621.35696,9851328587.873314,833166.2241176913,5.411675172963252,128.49299349908412,39879591.01677672,133.90466867204734,44178.96465174962,1862457317.9226913,891572688151.2114,7025869146.691814,54.626345460233196,0.0,229427.64440581942,332684590.8490304,8962060234.65506
19,Well drilling,213111,US,18577023.844161693,8578524.276175717,125485394.29075189,421044.73806941457,2231606649042.5454,1078905.6797000004,38151549.28143174,262310658754.36786,16500611733.699888,4387619.403247786,14.444322819838696,67.24605174414882,783118.0786873825,81.69037456398756,89902.5823971628,8069381433.865937,0.0,2231606649042.5454,157.09668314460725,0.0,0.0,770817773.154488,27060642977.132217
20,Other support activities for mining,21311A,US,45620190.45519123,21139229.06251457,309218899.76765,4949074.998366221,6089319052192.763,2530224.7635592124,307823061.0148026,1251543848888.529,58107296371.32583,8393484.5021133,30.583898022505295,369.1928477347919,14865969.127349561,399.77674575729725,395306.55334117054,13708276921.202408,219170486646.65915,6089311767755.018,321.9681848236516,0.0,7284437.7450840855,1537770524.4974725,81115104067.37941
21,Electricity,221100,US,2048519092.255491,40148608.795527674,587287957.9875753,26621937.70319076,15379500042443.611,117705811.57862821,17500416595.434433,129264471682053.6,1860313852609.2405,12073073.281287845,115.05407033382721,5582.199009492297,197496831.20439166,5697.253079826121,512447.87802020565,6370228430.372071,0.0,8936322403124.39,9815.667060689122,0.0,6443177639319.218,17421947500.741188,267811523072.65536
22,Natural gas,221200,US,61806979.443037845,12627092.84894035,184707261.25608796,6444982.757787423,338160243402.4293,20418247.87753727,939587523.241353,2957586243415.533,49601918061.121635,1193493.7960420311,5.850400754496127,167.65296428944708,5706613.9103941135,173.5033650439433,148702.8773251819,140592746.06195542,0.0,196481924210.36923,325.071171890211,0.0,141678319192.0601,601731318.4495177,59731009643.62502
23,Drinking water and wastewater treatment,221300,US,23620396.604363956,1975100.2821450033,28300501.745694023,5951679.799988986,45763654905.158264,2887387686.427825,89330865444.78313,19862713092547.77,34459651047.251114,1427444.5372011457,74.56472874683541,3434.4791866829737,2472266.3417214504,3509.043915429809,301640.9214372742,22876624.0461513,0.0,25574394982.389297,5254.5636921936875,0.0,20189259922.768963,297039221.3457842,37306380328.83665
24,Health care buildings,233210,US,18433289.35725085,6952755633.456664,1095809576.1622832,2467266.977933431,482154.0422995689,1207291.1553149025,187326305.86336997,585585706852.9779,4121856631.1880975,1758497.2381728513,15.520208933272379,44.86552085879409,2463579.138816189,60.38572979206644,630483.9436738869,942035.8523927943,0.0,0.0,7.185849380236095,0.0,482154.0422995689,468310349.9893185,27675963046.720917
25,Schools and vocational buildings,233262,US,13721116.183226677,10900650284.814606,1715682818.4303749,1842934.99536014,12949183.654508526,898613.2955230509,138876946.55967388,422105683937.5362,6048331026.138135,1334170.190739948,11.548563641907108,33.38941550869436,1834518.5041957262,44.937979150601464,499917.9257236143,26808423.079168886,0.0,0.0,5.279951429543847,0.0,12949183.654508526,349152203.6089654,49886159997.87563
26,Nonresidential building repair and maintanence,230301,US,17321802.98818673,43562948088.13894,4283348198.519266,5808716.837105027,366899.7377041674,2858179.4485851056,171616109.13882643,591241327578.9806,28595724562.67178,1646034.1261022459,14.319502135636714,41.86202690631795,110841024.57261091,56.18152904195468,638727.5876697185,783240.2794245031,0.0,0.0,6.506455960552288,0.0,366899.7377041674,439937122.95596194,80986108940.23431
27,Residential building repair and maintanence,230302,US,13735761.632072536,12561505978.90661,2008995589.6254485,1142339.5533356282,2420325.105035364,897000.1938844055,153580098.59454,598337578954.7504,6796560844.539322,1300879.6474708898,12.11540199939429,31.01948884122424,4779625.6635599295,43.13489084061853,703880.3108640548,9289298.9138575,0.0,0.0,0.019661663827495478,0.0,2420325.105035364,349000239.4517038,32006215122.73341
28,"Commercial structures, including farm structures",2332A0,US,9737129.753188804,10937737087.224417,1807626898.8460515,1849968.2595506862,1234190.981696011,637118.5075179937,100017408.02582034,359811062469.3964,4919986063.675458,985431.6230048249,8.164139223222676,23.79857155533988,1460368.4202355358,31.96271077856257,390386.3726697563,9054993.749706611,0.0,0.0,23.051943777626665,0.0,1234190.981696011,248186554.4345509,45001735328.96017
29,Multifamily homes,233412,US,8213704.451490082,4839981005.358572,746229300.4033487,4445827.9630168555,102144.51547215637,541210.9907560239,94426968.83538146,221598718607.58875,459351044.2439892,786114.2498398689,7.359576667884874,18.830377288056344,3997397.559397781,26.189953955941206,254749.95852012897,584827.7643111884,0.0,0.0,0.29264326994488943,0.0,102144.51547215637,209032157.66908067,21895555445.64367
30,Other residential structures,2334A0,US,10991172.233324798,33095526104.243683,5113782920.775486,1261250.6612159496,12381510.54702985,723469.9646828927,125734725.29844639,313029883642.63794,14047165758.864025,1052393.8557150885,9.853519530412672,25.397769474073833,4461600.8585967785,35.251289004486516,316911.9052412337,2234280.2354838843,0.0,0.0,0.07131186825656359,0.0,12381510.54702985,279619873.2494386,78458774366.80827
31,Manufacturing buildings,233230,US,15679494.531411635,2742970608.693734,40635303.27679341,24496382.25538349,5052780148.270218,2100950.878037689,175469357.7695668,295679093059.8949,4143527777.7723694,1743285.9653150395,10.726925752338381,102.16556951745939,77539157.94102803,112.89249526979762,374110.7824645608,13204725.128357908,0.0,0.0,503.1147575567694,0.0,5052780148.270218,343318640.6461434,25022349925.940723
32,Other nonresidential structures,2332D0,US,13283112.990617715,24807851195.07302,45462006.97867621,5494102.956433391,6850259.725616063,3357312.0604769434,258854051.19588417,443720458388.2924,10301002666.042955,1314652.5627467772,11.66514369514719,39.53503180137787,1797497.6660272183,51.20017549652495,479628.860862794,92026206314.8167,0.0,0.0,66.82108143650173,0.0,6850259.725616063,337190927.0778809,41811704302.042595
33,Utilities buildings and infrastructure,233240,US,35994626.240437575,69899627535.9469,40764712.267994545,6679725.913992117,2276187398820.6377,3870138.7254193802,521989266.0989643,1453888390382.8054,29335678723.08975,1924325.1595414316,16.7565622342254,241.61334598242365,15593508.716800218,258.3699082166489,896677.5017276652,839534170.8842893,217491086359.77768,2247792037469.525,78.27549099516705,0.0,28395361351.112705,665577546.0642936,69657646216.34543
34,Single-family homes,233411,US,9295306.193540057,24336061531.010273,3760787348.2816935,1628436.7924662963,0.0,612004.2424231002,101654365.97667563,469313419268.2245,4091043464.8271008,887283.5291571133,8.134310490145173,21.041249865976507,9209094.607820861,29.175560356121668,466100.4962952506,555943.9240843252,0.0,0.0,0.02155768744093265,0.0,0.0,236510902.68306813,80495012803.71675
35,"Highways, streets, and bridges",2332C0,US,37006057.53636781,228147483986.69653,9640462.10578686,10681921.877946842,6043897.406552983,2627116.5665982175,112855617.48871183,488494314891.1782,20812304103.667492,3203002.6335070664,16.341665746401905,85.55865780761866,80926420.89646046,101.90032355402066,461514.6005072479,179610113.00769708,0.0,0.0,52.00337834704651,0.0,6043897.406552983,934820377.9405084,64278468248.67416
36,Lumber and treated lumber,321100,US,19155178.651907124,18827780.360068057,177063201.27048123,10504803.615003258,182043969453.2876,1035469.8293996894,95832985.11717834,125553842263.43724,1234957195.2102845,5668288.9435244445,9.831664469156108,253.10276241087274,12306369.801541932,262.9344268800288,121703.78561985046,47610280.79327693,0.0,0.0,4582.546182764951,0.0,182043969453.2876,488041544.957957,10224778906.590221
37,Plywood and veneer,321200,US,15952063.85153741,11790895.707555234,110886748.39512864,1507637.7457955184,24180644987.265915,988983.9102830978,66581379.887555555,84826432583.97717,2529211002.4358687,5426357.625085909,15.107089343129466,173.8451873188599,13144214.555055432,188.95227666198932,92540.22213956216,31890870.917113215,0.0,0.0,2590.1094412756397,0.0,24180644987.265915,411999277.1950518,7399740506.349156
38,"Wooden windows, door, and flooring",321910,US,2215644.4904931337,11183497.43384513,105174508.95286478,1963863.9821144356,2713956872.876857,126424.89103174307,7847068.111547209,84961823850.17491,633181619.3867942,388311.9503326864,0.8643938570941325,22.69284497413128,2866411.282163905,23.557238831225387,90885.03720465278,39716045.707423404,0.0,0.0,163.13316525795216,0.0,2713956872.876857,57068023.5998998,7004948659.798886
39,"Veneer, plywood, and engineered wood",3219A0,US,2730776.682623482,10118716.881899862,95165775.74283983,1087833.416849798,1875059431.1740603,206986.27138063672,287468640.3154685,112162968002.23788,977117392.1360334,473145.2870518478,1.8294270581830887,31.512111199652693,3051705.9595573805,33.34153825783578,101855.87029344757,319555482.3739461,0.0,0.0,177.19827552957895,3878.575385748094,1875059431.1740603,72606297.21408714,7787212961.932655
40,Clay and ceramic products,327100,US,4799707.152905794,5778003.008447626,54344379.76798253,688722.8775427816,4717.806944036841,194947.7433025101,11836269.641860764,61128915227.681885,3621634931.762228,94153.96420166362,1.0636275379530746,52.84513966669526,646592.9812537768,53.9087672046483,52557.94337489408,35984127.26554246,414254373.7108664,0.0,17.750985689974495,0.0,4717.806944036841,62850484.328902446,6126099704.49652
41,Glass and glass products,327200,US,52221519.873471096,13917386.970808035,130866888.88176346,20465534.865930583,50092.96839630053,2366887.8378938492,205921262.3017392,103049589734.21814,10590423828.592129,796429.1294772543,7.0766584725854305,113.19910392817998,8657108.330166774,120.27576240076539,108943.29494727639,58589437.23970241,0.0,0.0,1.6078448963616063,0.0,50092.96839630053,905792655.7755227,13392321847.520222
42,Cement,327310,US,142142392.23566672,3426962.6473393044,32228657.961399656,38370533.36296953,0.0,5617212.035064296,188011397.28884178,13866097420.428764,58643922958.71377,2253764.6968296147,25.487794317404948,2092.792579908986,21488806.380793463,2118.2803742263904,15216.106102415013,7807818.814311175,0.0,0.0,1892.0972153924877,0.0,0.0,2053088662.7168343,3104573900.3576117
43,Ready-mix concrete,327320,US,2767044.5819875747,8980942.58536197,84490698.52798346,339805.0458468921,0.0,147592.20231002467,9373408.786876105,71544394186.8002,2631539102.7925143,35460.75051379376,0.5977669619886303,81.2112825152323,1070408.2191662907,81.8090494772209,75180.3720965056,25004462.499274515,2768903799.58667,0.0,16.235853628217907,0.0,0.0,55434195.90764301,6799028455.405913
44,"Concrete pipe, bricks, and blocks",327330,US,1049353.9396940828,2526368.6784523074,23759077.762580317,170976.91015853523,0.0,41242.057502322685,5476406.677280708,23958928885.437103,428608806.95589185,176326.4324052927,0.12907014932839073,11.122824536196367,217763.90337075232,11.251894685524755,23732.25500028251,6659205.549296718,0.0,0.0,2.4401168269828424,0.0,0.0,15859546.788901975,2386039614.2076845
45,Other concrete products,327390,US,1658399.1939955358,4388773.649672459,41273949.97295419,316644.27748357254,2636.8239894355515,89522.95773697343,4998715.911352806,49152897939.44605,715223345.734411,119182.34995457272,0.2438923097353212,13.088745597062346,400819.18665129645,13.332637906797661,53939.30560039641,14964754.338189332,0.0,0.0,0.13298595830357293,0.0,2636.8239894355515,35279322.89085718,4154731699.692214
46,Lime and gypsum products,327400,US,71685517.36423574,3577754.0602377187,33721954.09878978,1299463.5568107998,0.0,1829773.3610470786,33613502.812795736,16117886937.535501,23402971617.48566,1450730.9298762283,7.087231389865911,850.7601246484812,10278253.452267285,857.8473560383471,16367.80867209896,11039655.910712594,9719671062.438192,0.0,24.803774300547836,0.0,0.0,692892853.640482,3044796876.8586903
47,Abrasive products,327910,US,1684751.0789391869,3850173.545344653,36208718.645050175,1646294.5511075452,22342.424478122924,34329.84251749544,4547824.236791827,16214526803.646852,516197638.4143151,141624.63964542712,0.288600026531618,4.449517286751375,255116.91384560612,4.738117313282988,17079.364437011518,4375569.133426588,0.0,0.0,0.3731410100681491,0.0,22342.424478122924,13990365.3065088,4915268794.15169
48,Cut stone and stone products,327991,US,2797354.211488485,2132785.0452040765,20123957.654097095,613889.7023968616,178230.42177379166,81145.76266975934,2670763.4857707694,30957044394.566097,290004084.3772641,88430.12959612143,0.1977353340474948,12.210459933530641,490403.7129576567,12.408195267578133,35302.22933695889,9669159.316691704,7853977623.085041,0.0,2.224345511229419,0.0,178230.42177379166,31322900.030153666,2157256739.4191327
49,Ground or treated minerals and earth,327992,US,14265804.92361672,2532298.3299338836,23881572.30676576,134322.76572847905,23248.53466579857,503345.26227694826,48439196.670055084,9723947565.13144,1516249267.6728861,59668.05304810768,6.583024331490249,260.4063081938652,2405289.7491575214,266.98933252535545,8780.907413031544,13060086.543908933,5018377090.891412,0.0,134.56671256096493,0.0,23248.53466579857,100702850.88051653,2396026258.724856
50,Mineral wool,327993,US,6019713.7051999755,2802656.5471437974,26357409.90556212,1547735.025425834,0.0,280108.4009184185,13989117.656578474,17762146558.216434,1380715825.3890195,659972.408397564,3.7659563300809955,6.283985013784185,3664510.4838129776,10.04994134386518,18245.400072716315,14317760.904547513,0.0,0.0,0.23398449375421268,0.0,0.0,42445765.04102036,2815254775.0112576
51,Other nonmetallic mineral products,327999,US,1414823.4073143417,2378824.2287418493,22370239.22591474,263439.30566096917,0.0,62786.72147499649,2411612.047356756,14365295183.898113,864756427.5450566,147493.8976176849,0.2283694556584701,10.96569289621393,514726.3086562429,11.1940623518724,14578.563637742856,3629565.2846677513,0.0,0.0,10.571072063411442,0.0,0.0,24111977.773369823,2367672279.2752576
52,"Primary iron, steel, and ferroalloy products",331110,US,35812974.331173584,39449535.64068215,370793444.4788085,2448365136.564729,256721.48399913133,1637575.050157246,3331326489.966356,228051285968.44876,85282597523.12856,885861.4206282502,12.58403334063723,1742.1769518770682,15015213.602106733,1754.7609852177056,229885.90541101774,145472223.80378014,0.0,0.0,148.26027752198712,0.0,256721.48399913133,607771302.7245117,46780720641.47498
53,Secondary steel products,331200,US,2857997.8104226138,5679012.634987569,53407922.58246146,93468854.32000858,111423.2034953159,138413.21413997796,1164306152.9865866,57430699624.1691,2674232871.505168,165674.70253741363,3.6565991468049766,547.1268158774911,1077179.1047826195,550.7834150242962,58281.17220937872,21317860.993793998,0.0,0.0,3.957853606026158,0.0,111423.2034953159,52833314.179701835,6149828552.162017
54,Primary aluminum,331313,US,9197065.50160292,4531074.941558586,42612213.649667814,73331590.52040903,128959.62720771805,360619.7735155848,343188633.5466364,29404854331.36913,13436083426.47924,1392908.9613833064,2.5652726107560615,205.79983261246932,1993078.2358078556,208.36510522322533,30965.075396540233,21904965.65148217,0.0,0.0,57.20020817534314,0.0,128959.62720771805,131482507.80526961,5006860687.485775
55,Secondary aluminum,33131B,US,3577916.9013103126,6935767.067781546,65017954.78058076,46336068.7394259,3189.5310588240586,144634.7521956725,26177261.925980777,55039803777.46212,3357742298.8204203,447425.871801651,0.6509106501995712,15.894672958177509,892047.5854599216,16.545583608377083,58847.7580285811,31251796.950342856,0.0,0.0,1.7650360437021715,0.0,3189.5310588240586,60750521.540506035,7873507946.778812
56,"Copper, gold and silver concentrates",331410,US,19430122.869772855,16854197.701761052,158504210.74896637,1471217376.15444,5451320.245681434,412683.89469308604,39192445967.07834,70373654304.43143,8106308676.755697,419572.4662828724,8.230535146030359,911.5536862578149,2676620.398753506,919.7842214038453,72734.9823903897,26535681.725229077,0.0,0.0,165.56214502968893,0.0,5451320.245681434,87723774.98641847,25748371047.145668
57,Secondary copper products,331420,US,604151.7524827106,7368606.703743781,68105411.80399594,6530253.367599986,0.0,31724.505601686004,176117736.40441862,46220595255.916176,2565494864.9054055,11892.537248317263,0.13905768881432645,8.842854975698312,49225.83608371382,8.98191266451264,53148.82907206944,17584465.051903654,0.0,0.0,0.02983403746431655,0.0,0.0,11625599.06831447,5363915505.136802
58,Other secondary nonferrous metal products,331490,US,11420744.516604237,4126081.861508433,38100102.273889326,575452565.6285255,3067282.826893439,101240.14169329919,984822869.9264421,24141186074.75532,2079381413.1348107,216741.8634406928,5.190920062669044,548.073148702123,1414663.1530404831,553.2640687647923,23146.454444911844,8581050.22530049,0.0,0.0,107.69884202654501,0.0,3067282.826893439,37457354.53025769,5432657768.408097
59,Cast iron and steel,331510,US,4971290.527696325,6055236.892992995,56946100.32415166,32116581.950486768,0.0,221057.7999376002,556278513.8400031,99320625582.26517,1519634588.7323005,1180096.5616690372,7.846516800718578,610.1770739749948,10437506.236820258,618.0235907757129,103346.20247696909,29193572.309502684,0.0,0.0,0.013392859484236231,0.0,0.0,111119784.1412359,12152840581.64749
60,Nonferrous metal casts,331520,US,1102424.1142973646,4093971.5615405776,38501501.98818294,15609133.639854144,3373.1415086866336,63268.17734266437,136296446.21025035,70389087507.13794,1075318977.0039263,85834.37974870078,0.3224804255198342,24.483174326831524,705062.8027669488,24.805654752351376,74963.78034080307,23634696.956214573,0.0,0.0,0.00013540303499601773,0.0,3373.1415086866336,26328617.62991277,7273375407.559406
61,Custom metal rolls,332114,US,49725.33494885359,4519530.905039581,42502165.36711481,724302.7888391303,5086.412654784699,3022.2697143792625,4919893.460687894,8972019715.36875,373022093.9049436,11714.38996658255,0.0712331377555893,3.4101339503697563,15728.21785126146,3.481367088125345,9064.677211941726,2850813.495750554,0.0,0.0,0.4249623030321043,0.0,5086.412654784699,1360874.495825675,2598180741.309634
62,"All other forging, stamping, and sintering",33211A,US,1583847.2453098386,9753222.125123182,91723573.41292444,27803896.476630334,2824266694.6637115,80650.93213292715,479348616.9285078,56739062093.85429,2565472406.849552,64227.74943900947,0.9744367347626158,19.29351229138543,451767.8529214521,20.267949026148052,57060.368723640015,17009797.01748541,0.0,0.0,2.469959651714016,0.0,2824266694.6637115,28107844.736918747,6800371539.757791
63,"Lids, jars, bottle caps, other metal closures and crowns",332119,US,205060.49130311556,6444201.515683661,60496786.66068323,1856445.104458034,56551.338459302046,12463.45910224753,3136721.2931834296,63544768224.78649,486760574.57236284,13956.875779186756,0.07980112712855714,1.572381368493436,27017.98375154783,1.652182495621993,64622.18884399384,19125553.602407552,0.0,0.0,0.7367239064683979,0.0,56551.338459302046,4763196.977512106,5372670902.714715
64,Cutlery and handtools,332200,US,211652.23157359287,7080437.963813802,66501100.68745118,2057257.2536947592,19114.224222343284,12901.444562453573,7683267.344103529,53994949376.80027,565034079.4442401,85442.47131233054,0.2760521043540136,1.6161113247919832,146960.92008643955,1.8921634291459968,56887.57763082587,16735814.228360768,0.0,0.0,0.020243129877855544,0.0,19114.224222343284,5241114.417301045,7099816958.616527
65,Metal structural products,332310,US,931852.0742213642,22379051.817516245,210444125.73933047,23926564.712132577,18199316.570982005,49775.24553313485,452712394.66329336,165214465213.9313,793331339.1423246,614021.0931051781,3.9652136415051347,434.2791143623021,629467.5515078068,438.24432800380714,166086.3261014783,56358458.15474769,0.0,0.0,63.49990560031133,0.0,18199316.570982005,31451840.01970978,16013618637.181608
66,"Metal windows, doors, and architectural products",332320,US,843700.2777053162,19358983.553290594,182041226.97929543,5615630.625991813,8799614.97472427,47816.13091414371,30724572.09421409,189309292194.1993,919334018.5263072,447613.52612636203,0.8932095520985944,17.917195339670517,220332.57841502846,18.810404891769114,192073.2714082646,60433645.8189056,0.0,0.0,18.41972565309778,0.0,8799614.97472427,24646553.4520471,15430658414.587223
67,Power boilers and heat exchangers,332410,US,133072.1572479994,3999471.165063422,37612778.859132014,496878.877295338,0.0,8216.977703895513,4490725.108740196,25528819728.34401,164316301.58456552,24181.278997046957,0.04508162410572757,0.2906010542539661,15488.804336484654,0.33568267835969373,23961.463151778727,8115334.3906134395,0.0,0.0,0.5856719715514088,0.0,0.0,3380821.1258410467,3324374223.9621496
68,Heavy gauge metal tanks,332420,US,136823.1997555599,5129495.573345611,48240023.414669804,684512.9514218677,51461.59778856395,8328.127209739692,7568642.084595053,38319361431.00177,294577571.377509,91512.3207070549,0.39471305649832106,1.556366988972012,61476.523577608714,1.951080045470333,36978.31994872183,11640814.602291632,0.0,0.0,0.1465624092512961,0.0,51461.59778856395,5225084.877474292,3488354464.8872967
69,"Light gauge metal cans, boxes, and containers",332430,US,623485.5620052305,10127676.430373076,95245105.70516324,4635359.228825978,0.0,37929.94269567186,15667645.278638827,38003299490.476364,802352744.1036559,475374.0992988505,1.4698346903312682,1.1067053656434145,233041.32097612333,2.5765400559746823,38962.85664398823,11913697.1942504,0.0,0.0,7.598621147529602,0.0,0.0,54814403.040580295,5555392242.9277725
